Comments,Type
i would like to personally thank emma and the team. i managed to achieve reading and listening 9 bands by just watching their videos and tips (also practicing a few sample tests). i achieved overall 8.5 bands. i really appreciate the effort you guys put to make these videos. good job!!,1.0
"emma, you&#39;re a wonderful teacher. million thanks for all your videos.",1.0
i find it is a very useful video not only improve reading but also listening for an non-english speaking person. great.,1.0
you put so much effort in your teaching.. really a very good english teacher :),1.0
"also, i want to mention that reading score usually depends on the topic of the passages. sometimes the passages are very easy and i could get 7.5 and even 8 or 8.5, but sometimes they are too tough and i do really bad :(",1.0
hi emma.. i just wanted to tell you that i just got a perfect score in this section and i was surprised since i usually don&#39;t get that kind of mark especially in this section so this video really helped me a lot. thank you!,1.0
"i&#39;m taking ielts for the second time tomorrow and i feel like your videos have been super helpful, great job :)",1.0
"dear emma:)i did the ielts exam yesterday and i would like to say a big thank you for your videos!!! it was really helpful:) especially the writing part:):):):) i will get my results two weeks later:) i felt that the reading was quite hard but the listening&amp;speaking&amp;writing will be ok:d thanks for your ideas!!! (i moved to manchester 4 month ago. i had to take this exam becasuse of my uni and i work full-time and was no time to do an english curse so i just learn on youtube and i used your videos a lot!!!! i loved in your videos that you speak really clearly and you try to find a lot of way to describe things with another world:d i download your lessons on my phone and i listened everytime when i travelled by bus:d hahaa:) thank youuuuuuuuuulove,niki",1.0
"i find your videos very helpful. i will definitely follow your tips on my next ielts exam. this time, i hope and pray that i will get a higher band score. thank you so much emma!",1.0
"thank you miss emma that was a great lessonhave my ielts in a day!honestly, your videos are quite helpful. :)stay blessed",1.0
"very much informative, interesting &amp; easy to understand. thank you so much emma .... you &amp; your courses are awesome ... :)",1.0
your teaching method is thrilling and whatever you say is very lucid without any confusion regarding accent for non -native speakers! thanks.,1.0
"hi emma,i got 9.0 in reading,  your ielts  videos especially  this one helped me to achieve it.thanks a lot!",1.0
"hello emma.  i just wanted to say thank you so much for making this kind of videos. your videos are a good help to improve my english.may god bless you and please continue making this kind of videos.sincerely,edwin molina",1.0
"emma,thank you so much for your classes, your confidence really helped me to get confortable to enjoy learn about the ielts test. my results was release today and i got it! :d once again thanks! it was because i used your tips when i was practicing.",1.0
"hi emma, nice to see you. honestly im really happy to join your site, its amazing! now i will be able to learn those things which are really important to use in english conversation. but im a little confused about passive voice and active voice because now im learning french in france and its equal way of passive voice but if i clear in english, i will be easily learn french passive voice and it help me a lot,so could you mind to explain me by video please, i hope you will teach me. rsvpthank you",1.0
thank you for everything youre a very good teacher ,1.0
"thanks a lot for sharing your time and wisdom, blessings!",1.0
thanks for all the useful tips and encouragement in your videos. i just got my ielts result yesterday with a 8.0 overall band score! i am glad i came knocking on the right door in my preparations. keep on with your good works.,1.0
"thank you so much emma.this is very helpful.people who are complaining about speed , please know that the video is made for everyone , that means from beginners to expert user",1.0
thanks a lot emma for your lessons. they are very useful.,1.0
"i am going on 30 nov. hopefully every thing &#39;ll be ok, many thanks! for your meaningful lecture, miss emma.",1.0
"thank you emma, due to your wonderful teachings, i got 6.5 which put me in a good position to be at a graduate school, this year. god bless you.",1.0
"hi emma, very helpful tips  i got required scores in pte, i found your lessons very helpful thank you.",1.0
i feel like ielts is more of a game than an actual english proficiency test. they prefer to design questions to trick you than to test whether you understand english or not. not to mention how expensive the test itself costs...,0.0
